,id,name,address,coor,city,phone,website,email,description,charity_number,company_number,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
10,1ed038e7-fb04-64d8-b8b1-9966f7251a24,Anxious Minds,"The Vault,31 Station Road,Wallsend,NE28 6SZ","(54.990165000000005, -1.53272925)",Wallsend,01912620305,https://www.anxiousminds.co.uk/,info@anxiousminds.co.uk,"Counselling and Psychotherapy - Counselling and Psychotherapy are talking therapies.   The basis of counselling and psychotherapy is the relationship that is established between the person being supported and their counsellor or psychotherapist. It is essential that the person being treated feels safe and that their counsellor is trusting and non-judgemental and that the person feels they will be met with respect, sensitivity and understanding so that they are free to speak about whatever is on their mind and make a recovery.",1164040,,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 18:00,09:00 – 16:00,Closed
11,1ed1a1a9-a29a-62bc-ab02-7f1055b1616a,Unisus Wellbeing,"Salisbury House,,Buddle Street,Wallsend,NE28 6EH","(54.98891020000001, -1.5314682)",Wallsend,01918150340,https://unisus.org.uk/wellbeing,wellbeing@unisus.org.uk,"We provide person centred counselling at our centre in Wallsend and also online. Most of our counsellors are students on placement, who can offer support to those with low level anxiety and depression and is funded for those on low income.   Our associate counsellors are qualified and offer a service to those with higher level needs. This service is provided to those on a low income at a subsidised rate. Counsellors are fully insured and are members of either BACP or NCS.   Our other service is a domiciliary care service so we have experience of working with carer staff, family carers and those with disabilities.",10762096,14137888,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
12,1ed18a90-b618-6e54-b936-cf10007b750b,Rollercoaster Support Group,"Durham County Cricket Ground, Riverside,Chester-le-Street,DH3 3QR","(54.84999539999999, -1.56046095)",Chester-le-Street,07377213952,https://www.countydurhamfamilies.info/kb5/durham/fsd/organisation.page?id=2WaSnZuXas8,support@rollercoasterfs.co.uk,"We are a support group for parents/carers who are supporting a child or young person with any kind of emotional or mental health problem including:  anxiety low mood depression self harm eating disorders sleep problems suicidal thoughts obsessions and compulsions  You are not alone! Supporting a child or young person with emotional or mental health issues can be challenging, isolating and sometimes feel like you're riding a real emotional rollercoaster!  Come along to our group, meet other parents/carers in similar situations and get support. There will be guest speakers, discussion topics, practical tips for coping and tea/coffee and biscuits. We meet on the first Wednesday of every month from 10.00am - 12 noon.  Information sourced from website: http://www.countydurhamfamilies.info/kb5/durham/fsd/organisation.page?id=2WaSnZuXas8",,,Closed,Closed,10:00 – 12:00,Closed,Closed,Closed,Closed
13,ba2832fd-5ea6-4f86-b1c3-ce231ce2da75,ARCH Recovery College,"5 St Margaret's Garth,,Durham,DH1 4DS","(54.7752385, -1.5841688500000002)",Durham,,https://www.tewv.nhs.uk/get-involved/training/arch-recovery-college/,tewv.recoverycollege@nhs.net,"ARCH Recovery College is part of Tees, Esk and Wear Valleys NHS Foundation Trust. Mental health service users, carers and staff from County Durham are welcome to enrol with us and take part in a range of courses and workshops designed to support self-understanding and empowerment.  Our courses are developed and taught by people who've been through mental health issues themselves so they really know what they're talking about. We also have small and friendly walking, running and photography groups for anyone who wants to get more active.",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
14,1eca6cbe-8c79-672a-adfd-5bb0d772eaee,Recovery College Online,,"(None, None)",,,https://lms.recoverycollegeonline.co.uk/,tewv.vrc@nhs.net,"The Recovery College Online provides a range of online educational courses and resources that can be accessed by anyone. There are some courses that are available for guest students to view, however most courses require that you sign up for an account which is quick and easy to do. You must be aged 13 or over to create an account.  The Recovery College Online is for people with experience of mental health issues including service users their family, friends, carers and staff. The courses are co-produced by individuals with personal experience of mental health issues and professionals, this means that the content provides a combined perspective.",,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
15,c134c30a-32f8-45c0-8be0-0a6dbd2992ce,St Margarets Centre,"The Old School,Priory Orchard, Margery Lane,Durham,DH1 5QJ","(54.77449929999999, -1.5839211)",Durham,01913848100,https://www.stmargaretscentre.co.uk/,enquiries@stmargaretscentre.co.uk,"St. Margaret’s Centre is an activity, support and training centre for adults suffering from a wide range of mental health problems.  The centre aims to improve the health and wellbeing of the community of County Durham through a wide range of recovery activities, programmes and courses.",1160900,,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,09:00 – 16:30,Closed,Closed
16,7fa9ea7a-5488-45c8-8d5b-0ebaf776edbc,Quinn's Retreat,,"(None, None)",,07930678901,https://quinnsretreat.org.uk/,quinnsretreat@gmail.com,"We help Those who have been bereaved by Suicide, those suffering with their mental health and anyone with an INQUEST caseworker by offering them free of charge short breaks at our Caravan in Barnard Castle , County Durham.  In memory of our children Dyllon and Quinn.  REGISTERED CHARITY NO. 1187899.",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
17,c853cf5a-b71b-42ce-a581-d57d97b98297,Tackle-It Kick Out Stigma,"The Beeches, 4 Mainsfield Close,Giggleswick,Settle,BD24 0ED","(54.0738439, -2.28531585)",Settle,,https://tackleit-kickoutstigma.co.uk/,info@tackle-it.com,"This is a free website non profit making to help raise awareness of mental health issues and to provide some informative coping strategies and help people through their lived experiences.  This website is not just aimed at football but at all sports and the need to help each other with our mental health. Each year there is a World Mental Health Day and a Mental Health week, but every day is a mental health day.  Registered Nurse - Mental Health with the Nursing and Midwifery Council",,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
18,df21463f-ad8b-41dd-8aa8-aa9337ad8ba1,Lighthouse Counselling,"Lighthouse Counselling - Emmanuel Church,Warrenhurst road,Fleetwood,FY7 6ST","(53.91986275, -3.0188708)",Fleetwood,01253770646,https://emmanuelfleetwood.org.uk/counselling,lighthouse@emmanuelfleetwood.org.uk,"'Lighthouse' offers counselling across a broad range of mental health issues. We work with individuals, couples, families and teens.  Counsellors are qualified to at least diploma level and are members of either the BACP, ACC or equivalent.  We work within an ethical framework and offer a non-judgemental environment within which you can explore your problems and struggles.  Both male and female counsellors are available, all of whom are volunteers.  To cover its costs Lighthouse works on a donation basis where you decide what you can afford to pay.",1104595,,10:00 – 16:00,10:00 – 16:00,10:00 – 16:00,10:00 – 16:00,10:00 – 16:00,Closed,Closed
19,77d65ff9-3741-4e45-9a02-d98fe17d4d3b,Lighthouse Belfast,"187-189 Duncairn Gardens,Belfast,County Antrim,BT15 2GF","(54.614502200000004, -5.93507585)",Belfast,02890755070,https://www.lighthousecharity.com/,info@lighthousecharity.com,Lighthouse is an organisation committed to the prevention of suicide and self-harm; the promotion of positive mental health and the provision of support services to families who have been bereaved due to suicide.,NIC 102400,,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,Closed,Closed
20,1ed23da1-3b84-625a-840a-6d12c83d17bd,"Protect Life, Start360","6-10 William Street,Belfast,BT1 1PR","(54.6022531, -5.9303797)",Belfast,02890435810,https://www.start360.org/how-can-we-help-you/protect-life,edel.maginn@start360.org,"Protect Life is a service designed to support vulnerable young people who present with issues around self-harm, suicidal ideation and emotional health and well-being.  Interventions provided:  Complimentary therapeutic mentoring support. Situational emotional crisis support Harm reduction. Risk management. Empowering young people to take responsibility for their actions. Supporting young people through agreed action and support plan. De-escalation and risk containment.  Information sourced from website: https://www.start360.org/how-can-we-help-you/protect-life",,NI033207,08:30 – 16:30,08:30 – 16:30,08:30 – 16:30,08:30 – 16:30,08:30 – 16:00,Closed,Closed
21,1eca5df6-17d1-61b0-832c-5b8ccbbbca5e,SELFA,"Ings Primary School,Broughton Road,Skipton,BD23 1TE","(53.95796560000001, -2.0372467500000004)",Skipton,01756533110,https://www.selfa.org.uk/,admin@selfa.org.uk,"**this service is appointment only, please make contact to arrange an appointment**  SELFA is a charity that supports children and families experiencing vulnerabilities to build resilience, thrive and achieve.  We provide health and wellbeing programmes, peer support groups, targeted holiday activities and trips/residential breaks.",1169686,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed,Closed
22,4a201b4a-1df6-4e78-8c80-453a7e30c411,Central Lancashire Haven,"Central Lancashire Haven,Blanche Street,Preston,PR2 2RL","(53.76466965, -2.72233105)",Preston,03300083672,https://www.richmondfellowship.org.uk/how-we-can-help-new/find-a-service/blackpool/central-lancashire-haven/,centrallancashirehaven@richmondfellowship.org.uk,"Central Lancashire Haven part of the Richmond Fellowship charity. is a short term mental health service for people in crisis who are registered with a GP in the Preston, Chorley and South Ribble area.   The Haven offers up to 4 therapeutic intervention sessions for a variety of mental health issues e.g. anxiety, self esteem, low mood. These therapeutic interventions aim to give individuals the coping strategies they need to be able to manage their mental health themselves and prevent future crisis.  The Haven can be accessed by self-referral or by referral from another service, and is open every day of the year.  Information updated from website.",200453,,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,10:00 – 22:00,11:00 – 22:00,11:00 – 22:00
23,1ed5227a-d7d1-6746-a32e-0fc0d188cf3a,The Butterfly and Phoenix Project,"Lancashire,PR2 2YF","(53.75925475, -2.729915)",Preston,03450138208,https://www.butterflyandphoenix.org/,admin@n-compass.org.uk,"We are a team of counsellors supporting young people aged 11-18 in various areas across Lancashire. As part of n-compass, we are a trusted service with over 10 years’ experience in support and advice. We work across Fylde, Preston, South Ribble, Chorley.  You can talk to your counsellor about anything you want to. All our team are experienced, qualified and will not judge you on how you are feeling. We have supported young people with lots of issues, so you will not be alone and not the first person to ever feel like you do. We can support you through exam stress, bullying, feeling sad, sexuality, worry, family problems and self-harm. Anything that is troubling you, you can talk to our counsellors about.  Information sourced from website: https://www.butterflyandphoenix.org/",1128809,06845210,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
24,1ece7efa-91cf-6a56-8962-473484d8b37a,Brighter Lives North West,"Valley Street Community Centre,Burnley,BB11 5LZ","(53.781748449999995, -2.2749471499999996)",Burnley,07925726855,https://brighterlivesnorthwest.co.uk/,contact@brighterlivesnorthwest.co.uk,"Brighter Lives North West is a community interest company based at Valley Street Community Centre in Burnley. Alongside a great team of fully trained volunteers, we are here to support children, young people and adults from Burnley and Padiham in all aspects of their lives. Whether it’s our Young People’s Groups where we discuss topics such as bullying or self-harm, or a one to one session where we offer advice and support on domestic abuse or mental health needs, we work with between 250-300 children and young people and between 40-60 adults a year.  You are not alone.  All of our services are bespoke to each individual’s needs. We understand that everyone is unique and they need the best intervention suited to them, so once we have done our initial assessments we develop our sessions on a weekly basis depending on where a person is up to at that time. We also understand that sometimes people just need to talk, so we sit, listen and give the best advice we can. Brighter Lives North West is a friendly place where you will feel safe and welcome amongst like minded individuals. If you feel that we could help you or you know someone who you would like to refer to us, please contact us either via the form here or give us a call on 07925 726855 from Monday to Friday between 9am-5pm.  We offer practical and emotional support around the impact of domestic and sexual abuse to both children and young people and adults. This can be historical or current abuse. We are here to help and empower you.  Young Peoples Services - We run a Young People’s group every Tuesday from 5:30pm-7:00pm. We also offer a 1-1 drop in service after group until 8:00pm. During the first 45 minutes of group time we explore different topics of the young people’s choice (e.g. self-harm, abuse, anxiety, depression, healthy relationships). Then in the second half we do an activity based on the topic we discussed.  Information sourced from website: https://brighterlivesnorthwest.co.uk/",,10918056,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
25,e807261b-dcdc-4d36-b173-581043d9d6eb,Rainbow Youth Centre,"23 blackburn rovers business centre,ewood park,bb2 4jf","(53.7276813, -2.4886458)",Blackburn,01254720740,https://www.rainbowyouthcentre.com/,office@rainbowyouthcentre.com,We help under 18s who identify as LGBTQ+ who need a safe space to go to meet friends and seek advice and support.,,12465973,Closed,Closed,Closed,Closed,Closed,10:00 – 17:00,Closed
26,1ecc1641-5434-677e-9aa5-05f42e96f21e,Southport Crisis Cafe,"Alchemy,Mornington Road,Southport,PR9 0TS","(53.64747615, -2.9973764000000003)",Southport,03003230197,https://seftoncvs.org.uk/project/crisis-cafe/,crisiscafe@seftoncvs.org.uk,"We provide support during a mental health crisis, signpost to services, support your recovery and improve your wellbeing.",1024546,2832920,Closed,Closed,Closed,Closed,17:00 – 23:00,17:00 – 23:00,17:00 – 23:00
27,f02fdc0a-37e8-44fd-81d3-e5463e104ed7,Mental Health Urgent Response Team,,"(None, None)",,08000513253,https://www.gmmh.nhs.uk/mental-health-urgent-response-team,,"Our Mental Health Urgent Response Team provides specialist assessment, advice and signposting for adults with moderate, severe and enduring symptoms of mental illness such as severe depression and anxiety, as well as conditions like schizophrenia and bipolar disorder.     Our team is available 24 hours a day, seven days a week, 365 days a year.",,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
28,388f7ec4-3d98-49de-a860-cabc065f50e8,"BAND, Family Action","Unit 9C Market Place,Knowsley Street,Bolton,BL1 2AL","(53.58088205, -2.4301688500000003)",Bolton,01204380643,https://www.family-action.org.uk/what-we-do/adult-mental-health-and-wellbeing/band/,band@family-action.org.uk,"One to one and group support.   Befriending, peer support, social and shared interest groups. Friendly and welcoming.",264713,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
29,1ed1e31e-c02b-6446-b02a-d177e512a41e,BIG (Bury involvement Group) in Mental Health,"Unit 54,Bury business centre,Bury,BL9 6BU","(53.5997502, -2.28326635)",Bury,01612224005,https://www.buryinvolvementgroup.org/,mentalhealth@buryinvolvementgroup.org,"Support for adults 18 years and older experiencing mental health conditions.   BIG, also known as Bury Involvement Group, is a local charity for people aged 18 and over, who are experiencing mental health conditions. No referral is required, you can just turn up at our groups. BIG is run by volunteers with lived experience of mental health conditions. Although based in Bury, people from any area can attend BIG. We are a strong independent voice in mental health.",1166584,,10:00 – 16:00,10:00 – 16:00,10:00 – 16:00,10:00 – 16:00,09:00 – 16:00,Closed,Closed
30,2c6a3615-fcf2-4f63-854f-0a1df7c4a593,Bury CAMHS,"Fairfield General Hospital,Rochdale Old Road,Bury,Greater Manchester,BL9 7TD","(53.600324400000005, -2.2555654)",Bury,01617161100,https://www.penninecare.nhs.uk/burycamhs,pcn-tr.burycamhscypiapt@nhs.net,"Bury CAMHS (child and adolescent mental health service), formerly Healthy Young Minds. We offer specialist services to children and young people who are experiencing mental health difficulties.  We help children and young people up to the age of 16 years, and provide assessments, intervention and support to their families/carers.",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
31,eef293b2-3777-47d3-b9a6-524bfdcf5ad8,Fresh CAMHS Sefton,"16 Crosby Road North,3TC House,Waterloo,Merseyside,L22 0NY","(53.47853085, -3.0230679499999997)",Liverpool,0151285402301512854025,https://www.freshcamhs.org/contact/,camhs.referrals@alderhey.nhs.uk,"Alder Hey CAMHS is part of the wider Liverpool CAMHS Partnership. We offer specialist services to support children and young people in Liverpool and Sefton, up to the age of 18, who are experiencing mental health difficulties. We also provide support to their families or carers. Some of the issues that we can help with include:  Anxiety Attachment Difficulties Conduct/Behaviour Problems Depression Eating disorders Emotional and Behavioural difficulties in children with Learning Disabilities Obsessions and Compulsions Psychosis Post-Traumatic Stress Disorder (PTSD) Self-harm More complex psychological difficulties  The service works with the young people, parents, carers and partner agencies to make sure that the right care is provided to each individual, depending on their needs and circumstances.  Information updated from website: http://www.freshcamhs.org/",,,08:00 – 17:00,08:00 – 17:00,08:00 – 17:00,08:00 – 17:00,08:00 – 17:00,Closed,Closed
32,9cd7ca3b-288d-4a00-8f8f-2e0a8357b443,No secrets,"81 Ribble Road,Platt Bridge,Greater Manchester,WN2 5EG","(53.5196641, -2.6043715)",Wigan,07403476415,https://www.sthelensgateway.info/organisations/no-secrets/,enquiries@no-secrets.org.uk,No Secrets is a peer support group for anybody over 16 years of age who is affected directly or indirectly by self-injury.,1089878,,Closed,Closed,18:00 – 20:00,Closed,Closed,Closed,Closed
33,cc703dd7-7a27-42c9-997a-c87b4421feaa,YMCA's The Listening Project,"YMCA Beacon Building,25 College St,,St. Helens,WA10 1TF","(53.455966450000005, -2.73792685)",Saint Helens,01744415260,https://ymcasthelens.org.uk/,listening.service@ymcasthelens.org.uk,"We support 12-18 year olds with low level mental health concerns. We aim to: Give young people a greater awareness of mental health. Reduce isolation and promote healthy relationships. Support young people to become more emotionally aware and resilient. Help young people increase their self-confidence and self-esteem. Empower young people to take control of their mental health. Promote self-care and wellbeing.  The 1:1 Listening Service is a an opportunity for young people to speak to a qualified/experienced ""listener"" either face to face or online (via e-mail , phone or social media).  The 1:1 sessions provides opportunities to:  Talk in a non-judgmental, compassion focussed, safe space Build Emotional Resilience  Develop & strengthen problem Solving Skills and coping/wellbeing techniques Set personal SMART Goals and develop useable, personal wellbeing action plans.  The Peer Support Group: Brings young people together to build a network of support and strengthen relationships and mental health related skills/knowledge. The group will provide opportunities to:  Strengthen skills/knowledge around""Five Ways Of Wellbeing"". Make new friends and build a compassion focused support network. Build Emotional Resilience Develop & strengthen problem solving skills and coping/wellbeing techniques Support others and be supported whilst increasing self-esteem, self-awareness and self-confidence.",517144,1947323,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,10:00 – 17:00,Closed,Closed
34,1ed08da1-8cf6-6f18-b3e8-33da8e643bdc,Community Counselling,"Community Counselling, Stanley Harrison House,Norton Road, Norton,Malton,YO17 9RD","(54.1322158, -0.79644245)",Malton,01653690124,https://www.community-counselling.org.uk/,deputymanager@ccnyl.org.uk,Community Counselling is an independent charity based in Malton.   We provide a range of counselling services to people living in Ryedale and Scarborough Borough Districts and across North Yorkshire.,1151230,8399767,13:00 – 16:00,13:00 – 16:00,13:00 – 16:00,13:00 – 16:00,Closed,Closed,Closed
35,37d094bc-b49b-429a-bf06-838554ed7028,Healthy Young Minds Oldham,"Reflections Building,The Royal Oldham Hospital,Oldham,OL1 2JH","(53.553230799999994, -2.1223489)",Oldham,01617707777,https://www.penninecare.nhs.uk/hymoldham,,At Healthy Young Minds Oldham (formerly CAMHS) we offer specialist services to children and young people who are experiencing mental health and emotional wellbeing difficulties.  We help children and young people up to the age of 18 years and provide support to their families/carers.,,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
36,125658a7-9774-4e33-b821-f8dc81a404e2,Platform 1,"next to the Head of Steam St Georges Square,Platform 1,HD1 1JF","(53.6481314, -1.7845439)",Huddersfield,08000662828,https://www.platform-1.co.uk/,crisissupport@platform-1.co.uk,"Platform 1 is a mental health and crisis charity to help you with complex needs. We support people from all backgrounds and experiences, that have, for whatever reason have refused to engage with other services. We encourage recovery through various activities, allowing them to recover at their own pace and within a safe and non-judgmental environment.",1177710,,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,07:00 – 22:00,Closed,Closed
37,1ecc7230-5391-651a-b73c-7d4bb0f7134c,Absolute Specialists Wellbeing,"West Yorkshire,HD1","(53.64614665, -1.78752925)",Huddersfield,0148486674707725425727,https://aswellbeing.co.uk/,contact@aswellbeing.co.uk,"We support people who are self harming. An experienced practitioner will work one to one with you online, teaching you tools that help you to feel better. We then teach you these tools so they can use them for yourself when you most need them. Over most of West Yorkshire there is funding for 5 free sessions.  This is not an emergency service. Please leave a message with your name and contact details by phone, WhatsApp or text and a practitioner will get in touch, usually the next day to arrange to speak to you. Our centre is in Huddersfield and we cover West and South Yorkshire and parts of North Yorkshire including Leeds, Sheffield, Harrogate, Wakefied, Bradford, Skipton, Halifax, Barnsley and Doncaster.  We are accredited Focused Mindfulness practitioners and integrative coaches. We are fully trained, regulated and insured.  Information sourced from website: https://aswellbeing.co.uk/",,11334593,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed
