,forums,subject_id,subject,date,author_or_replier,init_post,author_id,author_locations,author_name,texts
45,Depression Forum,131692,How is everyone feeling today?,2016-03-05T07:06:22+0000,replier,False,0,,Coastatsunset,"I'm knackered. Had an awful night's sleep again. My day will be ruined if I let it..... but I'm going out shortly for a short slow recovery run prior to stretching and some core work...got a 12 miler tomorrow...so I need to get up and about, eat well today and fully hydrate otherwise my run won't go well tomorrow....  Trying hard to see the silver lining......but struggling with thunder and lighting...  Wish there was a chat room attached to the forum us nocturnal types could have a chat at night..  Good Morning everyone.....  Coast x"
46,Depression Forum,131692,How is everyone feeling today?,2016-03-05T07:13:49+0000,author,False,49762,London,Avan96,"seekingsense2 said: It's very early here. I couldn't sleep. My day hasn't started yet and I'm not sure what I'm going to do. I had plans but my body is aching so I don't know if that will ease. I'm not too sure what I'm feeling this morning. Sort of numb I think. How are you.  That makes two of us, I'm in a battle with my sleeping patterns right now, woke up 4pm gmt and cannot seem to get up without atleast 12 hours sleep o.o.. Nonetheless i'm not too bad, maybe also a little 'numb'"
47,Depression Forum,131692,How is everyone feeling today?,2016-03-05T07:16:10+0000,author,False,49762,London,Avan96,"Coastatsunset said: I'm knackered. Had an awful night's sleep again. My day will be ruined if I let it..... but I'm going out shortly for a short slow recovery run prior to stretching and some core work...got a 12 miler tomorrow...so I need to get up and about, eat well today and fully hydrate otherwise my run won't go well tomorrow....  Trying hard to see the silver lining......but struggling with thunder and lighting...  Wish there was a chat room attached to the forum us nocturnal types could have a chat at night..  Good Morning everyone.....  Coast x Click to expand...  Wow thats brilliant! I can barely run 100 metres and 19 male ?? and yeah I agree, I wish they'd add a chat box"
48,Depression Forum,131692,How is everyone feeling today?,2016-03-05T07:20:49+0000,replier,False,0,,Coastatsunset,"I'm half woman, half mattress at the best of times....but today I'm gonna just run with it....  Try to drink lots of water Avan, it will help and maybe try a short walk and a healthy breakfast....??  Coast x"
49,Depression Forum,131692,How is everyone feeling today?,2016-03-05T11:53:24+0000,replier,False,51202,London,Aisling24,I've just joined this forum and am feeling really positive about it. I still feel drained and a little hopeless inside but I hope this will be the first step into things getting a little bit better
50,Depression Forum,131692,How is everyone feeling today?,2016-03-05T12:26:56+0000,replier,False,0,,Taffy,Hello everyone... A bit late to this. I've managed to do some washing... no one at home so I am going to sit and read and then have a potter in the garden .....which is looking worse than I am lots of snowdrops though .. which is lovely and there's a little robin lives there so I hope that he calls in. Take care all Taffy x
51,Depression Forum,131692,How is everyone feeling today?,2016-03-05T15:04:01+0000,replier,False,48507,,BorderlineDownunder,ive slept every day since the Rehab Debacle. a person who doesn't nap couldn't keep her eyes open for 4 days entirely due to stress fall out.  As a result im up at 1am this morning.
52,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:24:28+0000,author,False,49762,London,Avan96,"Coastatsunset said: I'm half woman, half mattress at the best of times....but today I'm gonna just run with it....  Try to drink lots of water Avan, it will help and maybe try a short walk and a healthy breakfast....??  Coast x  Excercise and a better diet is certainly on my to do list ?"
53,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:25:34+0000,author,False,46331,"Stanton, CA",Crazy Lady In Stanton,"Yesterday sucked for me. I was so tired I spent most of the day in bed. I became extremely down because I couldn't seem to overcome my severe fatigue. I did manage to prepare two meals and shower though, which I am quite proud of considering the effort it took to do those things. Anyway, that's why I didn't contribute much to the Forum yesterday.  This morning I had four cups of strong tea in order to ward off a day like yesterday. It seems to be working. I hope I can keep my energy levels up. Fatigue is my chronic nemesis. I think one of the things my nurse wants to get my blood tested for is my vitamin D levels. Isn't that something you had a problem with BDU?  Hold on to hope everybody. Sometimes it's all we have."
54,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:26:49+0000,replier,False,49762,London,Avan96,"Aisling24 said: I've just joined this forum and am feeling really positive about it. I still feel drained and a little hopeless inside but I hope this will be the first step into things getting a little bit better  First of all, welcome to the forums It's a lovely small community that support eachother, let's all get well soon ?"
55,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:29:25+0000,replier,False,0,,Stray,"I've needed a silent day today. I think it's helped... I like this supportive thread, ty xx"
56,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:32:26+0000,author,False,46331,"Stanton, CA",Crazy Lady In Stanton,"Yesterday sucked for me. I was so tired I spent most of the day in bed. I became extremely down because I couldn't overcome my severe fatigue. I did manage to prepare two meals and take a shower though, which I am quite proud of considering the effort it took for me to do those things. Anyway, that's why I didn't contribute much to the Forum yesterday.  This morning I drank four cups of strong tea in order to ward off a day like yesterday. So far, it seems to be working. I hope I can keep my energy levels up. Fatigue is my chronic nemesis.  Hold on to hope everybody. Sometimes it's all we have."
57,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:38:43+0000,replier,False,49762,London,Avan96,"Crazy Lady In Stanton said: Yesterday sucked for me. I was so tired I spent most of the day in bed. I became extremely down because I couldn't seem to overcome my severe fatigue. I did manage to prepare two meals and shower though, which I am quite proud of considering the effort it took to do those things. Anyway, that's why I didn't contribute much to the Forum yesterday.  This morning I had four cups of strong tea in order to ward off a day like yesterday. It seems to be working. I hope I can keep my energy levels up. Fatigue is my chronic nemesis. I think one of the things my nurse wants to get my blood tested for is my vitamin D levels. Isn't that something you had a problem with BDU?  Hold on to hope everybody. Sometimes it's all we have. Click to expand...  Sorry to hear how painful yesterday was, the fatigue sounds like a real problem. Vitamin D deficiencies can be the culprit especially if you arent exposed to enough sunlight and even more so if you are of a darker skin complexion so you should certainly get your levels checked. Vitamin B deficiency is more associated with chronic fatigue, particuarly B12. Observe your diet, take multivitamins and do get your levels checked. Hope you have better days ahead"
58,Depression Forum,131692,How is everyone feeling today?,2016-03-05T18:47:40+0000,replier,False,9246,"West Sussex, England",TiredTina,"Thought I would join in as sleeplessness is my arch enemy. Because of this I'm feeling exhausted today (as I am every day). Did manage to get out for a while, took lots of motivation."
59,Depression Forum,131692,How is everyone feeling today?,2016-03-05T20:43:24+0000,replier,False,48507,"West Sussex, England",BorderlineDownunder,"Crazy Lady In Stanton said: Yesterday sucked for me. I was so tired I spent most of the day in bed. I became extremely down because I couldn't seem to overcome my severe fatigue. I did manage to prepare two meals and shower though, which I am quite proud of considering the effort it took to do those things. Anyway, that's why I didn't contribute much to the Forum yesterday.  This morning I had four cups of strong tea in order to ward off a day like yesterday. It seems to be working. I hope I can keep my energy levels up. Fatigue is my chronic nemesis. I think one of the things my nurse wants to get my blood tested for is my vitamin D levels. Isn't that something you had a problem with BDU?  Hold on to hope everybody. Sometimes it's all we have. Click to expand...  Yes CLIS it just about killed me. And I live in the sunniest state in the sunniest country in the world.  If you don't get out much you WILL be low. The illness it causes when advanced is pretty awful. I lost 6 teeth in 6 months, couldn't breathe properly, was night blind, started falling over randomly as my legs just wouldn't hold me. Let alone the grinding exhaustion.  its expensive to get tested though....which is why they don't do it as routine  it may be beneficial to skip the testing altogether and just get a bottle and start taking it every day. My levels went from 23 (retirement home territory) to 97 in 6 months and boy, do I feel better.  I actually feel 18 again whereas before I felt 100. Physically at least.  It was a feeling of Something Isnt Right that you cant quite put your finger on, and it affected my entire body pretty much, brain included.  AWFUL. And I'd had it for Years, unknown to myself."
60,Depression Forum,131692,How is everyone feeling today?,2016-03-05T22:31:47+0000,replier,False,50806,UK,Im_Lost,I know im extremely late to this but my day is not going well.  i have a cold pretty bad and getting worse but thats not even the worse part.  I'm stuck in a relationship that doesnt even exist anymore... i know that makes no sense. but all im saying is no matter how hard i try i cant let go and move on.  i feel like a disappointment to everyone.  i dont feel anything but heartache. i feel numb. i struggle to get to sleep every night.  Hope everyone else had a better day than me x
61,Depression Forum,131692,How is everyone feeling today?,2016-03-05T22:34:23+0000,replier,False,0,,seekingsense2,I know what you mean don't worry. It is strange to explain. Hope you're cold gets better and hope you feel better about things in the morning.
62,Depression Forum,131692,How is everyone feeling today?,2016-03-05T22:58:35+0000,replier,False,0,,Taffy,"Hello I'm Lost  These colds can really take it out of you... I've been trying to shrug off the remains of a virus for ages myself. Come on in and join us all. I went in the garden, and then had to lie down for a few hours afterwards.  Someone ran off with all my energy while I wasn't looking. There's a reward if found..."
63,Depression Forum,131692,How is everyone feeling today?,2016-03-05T23:10:48+0000,author,False,48507,,BorderlineDownunder,Ive gone from feeling almost normal to sick exhausted and cemented to the sofa in just under an hour.
